source_site,listing_id,rental_url,title,monthly_rent,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,furnished_flag,availability_text,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug
privateproperty,RR4636651,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/hyde-park/RR4636651,5 Bedroom House in Hyde Park,55000.0,Hyde Park,Sandton,Gauteng,House,5.0,3.5,4.0,4.0,,,,,,Available Now,"5 Bedroom House in Hyde Park, 5-Bedroom Modern Home to Rent in Hyde Park, Sandton This stunning double-storey home is perfectly s",23 Mar 2026,2026-03-27T16:46:34.121924+00:00,to-rent,gauteng,johannesburg-metro,sandton,hyde-park
privateproperty,RR4636649,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/hyde-park/RR4636649,5 Bedroom House in Hyde Park,55000.0,Hyde Park,Sandton,Gauteng,House,5.0,4.0,6.0,,470.0,,,,,Available Now,"5 Bedroom House in Hyde Park, This beautiful home is ideally located just 3 kilometres from Sandton City, one of Johannesburgs mos",23 Mar 2026,2026-03-27T16:46:37.691327+00:00,to-rent,gauteng,johannesburg-metro,sandton,hyde-park
privateproperty,RR4636627,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways-gardens/RR4636627,4 Bedroom House in Fourways Gardens,100000.0,Fourways Gardens,Sandton,Gauteng,House,4.0,4.5,8.0,3.0,722.0,1.0,,,,,"4 Bedroom House in Fourways Gardens, Corporate Rental Only - This extraordinary four-bedroom, four-bathroom residence epitomizes sophist",23 Mar 2026,2026-03-27T16:46:42.025833+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways-gardens
privateproperty,RR4636467,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/hyde-park/RR4636467,4 Bedroom House in Hyde Park,100000.0,Hyde Park,Sandton,Gauteng,House,4.0,4.5,4.0,4.0,,,,,,,"4 Bedroom House in Hyde Park, Live in the lap of Luxury on the Prestige Morsim Road This home epitomizes style and sophistication",23 Mar 2026,2026-03-27T16:46:45.973468+00:00,to-rent,gauteng,johannesburg-metro,sandton,hyde-park
privateproperty,RR4636455,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/mondeor/RR4636455,3 Bedroom House in Mondeor,13400.0,Mondeor,Johannesburg South,Gauteng,House,3.0,2.0,4.0,2.0,250.0,,,,,Available Now,"3 Bedroom House in Mondeor, 3 Bedroom House to Rent in Mondeor Discover refined family living in this elegant Mondeor residence",23 Mar 2026,2026-03-27T16:46:49.587758+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,mondeor
privateproperty,RR4636452,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/RR4636452,3 Bedroom House in Fourways,17500.0,Fourways,Sandton,Gauteng,House,3.0,3.0,4.0,2.0,,349.0,,,,Available Now,"3 Bedroom House in Fourways, Fresh as a spring day, recently renovated home with a low maintenance garden. Filled with light and",23 Mar 2026,2026-03-27T16:46:53.020905+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,RR4636437,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/cedar-creek/RR4636437,4 Bedroom House in Cedar Creek,35000.0,Cedar Creek,Randburg,Gauteng,House,4.0,4.5,4.0,2.0,350.0,1.0,,,,,"4 Bedroom House in Cedar Creek, Nestled within the secure and sought-after Cedar Creek Estate, this beautifully designed home offers",23 Mar 2026,2026-03-27T16:46:55.836937+00:00,to-rent,gauteng,johannesburg-metro,randburg,cedar-creek
privateproperty,RR4636414,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/paulshof/237-greenwich-village/4-holkham/RR4636414,2 Bedroom House in Paulshof,7800.0,Paulshof,Sandton,Gauteng,House,2.0,1.0,2.0,,54.0,54.0,,,,Available Now,"2 Bedroom House in Paulshof, 237 Greenwich Village, 4 Holkham, Available now , 1st floor Lock-up and go 2 bed 1 bath to let in paulshof Sandton Greenwich Village",23 Mar 2026,2026-03-27T16:46:59.994108+00:00,to-rent,gauteng,johannesburg-metro,sandton,paulshof
privateproperty,RR4636384,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/rembrandt-park/RR4636384,House in Rembrandt Park,5000.0,Rembrandt Park,Sandton,Gauteng,House,0.0,1.0,,,36.0,34.0,,,,,"House in Rembrandt Park, Bachelor Apartment to Rent Ideal for a Professional Single or Couple Well-maintained bachelor apa",22 Mar 2026,2026-03-27T16:47:03.234393+00:00,to-rent,gauteng,johannesburg-metro,sandton,rembrandt-park
privateproperty,RR4636380,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/rembrandt-park/RR4636380,1 Bedroom House in Rembrandt Park,6000.0,Rembrandt Park,Sandton,Gauteng,House,1.0,1.0,,,39.0,39.0,,,,,"1 Bedroom House in Rembrandt Park, Charming 1-Bedroom Cottage in Rembrandt Park This cozy and well-maintained 1-bedroom cottage, loca",22 Mar 2026,2026-03-27T16:47:06.901206+00:00,to-rent,gauteng,johannesburg-metro,sandton,rembrandt-park
privateproperty,RR4636352,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/halfway-house/allandale/RR4636352,4 Bedroom House in Allandale,29950.0,Halfway House,Midrand,Gauteng,House,4.0,3.0,8.0,2.0,991.0,,,,,Available Now,"4 Bedroom House in Allandale, Nestled along sought-after Allandale Road, this inviting 4-bedroom, 3-bathroom home offers a perfect",22 Mar 2026,2026-03-27T16:47:09.984730+00:00,to-rent,gauteng,johannesburg-metro,midrand,halfway-house
privateproperty,RR4636345,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/ferndale/RR4636345,5 Bedroom House in Ferndale,24500.0,Ferndale,Randburg,Gauteng,House,5.0,2.0,11.0,2.0,,1.0,,,,,"5 Bedroom House in Ferndale, 5 Bedroom House to Rent in Ferndale Discover generous family living in the heart of Ferndale. This",22 Mar 2026,2026-03-27T16:47:12.811298+00:00,to-rent,gauteng,johannesburg-metro,randburg,ferndale
privateproperty,RR4636344,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/RR4636344,5 Bedroom House in Bryanston,50000.0,Bryanston,Sandton,Gauteng,House,5.0,5.0,15.0,5.0,990.0,3.0,,,1.0,,"5 Bedroom House in Bryanston, 990m² Bryanston Luxury Home on 1 Acre Fully Furnished. Umbeatable value for money. This exceptional",22 Mar 2026,2026-03-27T16:47:16.367245+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4636343,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/willaway/30-lyndore-street/RR4636343,4 Bedroom House in Willaway,27000.0,Willaway,Midrand,Gauteng,House,4.0,3.0,1.0,1.0,,,,,1.0,Available Now,"4 Bedroom House in Willaway, 30 Lyndore Street, 4 Bedrooms | 3 Bathrooms | Study | Fully Furnished | Secure Estate Living Experience elegant, move-",22 Mar 2026,2026-03-27T16:47:20.333934+00:00,to-rent,gauteng,johannesburg-metro,midrand,willaway
privateproperty,RR4636341,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/ferndale/RR4636341,1 Bedroom House in Ferndale,4500.0,Ferndale,Randburg,Gauteng,House,1.0,2.0,1.0,,,,,,,Available Now,"1 Bedroom House in Ferndale, This well maintained property in Ferndale, Randburg has been thoughtfully converted into a comfortab",22 Mar 2026,2026-03-27T16:47:23.294373+00:00,to-rent,gauteng,johannesburg-metro,randburg,ferndale
privateproperty,RR4636336,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/protea-glen/1-fisher/RR4636336,2 Bedroom House in Protea Glen,4200.0,Protea Glen,Soweto,Gauteng,House,2.0,1.0,2.0,,50.0,300.0,,,,Available Now,"2 Bedroom House in Protea Glen, 1 Fisher, This property is located in protea Glen ext 14, Offers two bedrooms one fitted, tiled, Kitchen fi",22 Mar 2026,2026-03-27T16:47:26.958029+00:00,to-rent,gauteng,johannesburg-metro,soweto,protea-glen
privateproperty,RR4636316,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/lonehill/RR4636316,3 Bedroom House in Lonehill,23000.0,Lonehill,Sandton,Gauteng,House,3.0,2.0,2.0,,120.0,151.0,,,0.0,,"3 Bedroom House in Lonehill, Ideal for Expatriate & Corporate Living or a discerning Family Furnished Option: R27 000 per month",22 Mar 2026,2026-03-27T16:47:30.067194+00:00,to-rent,gauteng,johannesburg-metro,sandton,lonehill
privateproperty,RR4636300,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/gallo-manor/RR4636300,5 Bedroom House in Gallo Manor,39000.0,Gallo Manor,Sandton,Gauteng,House,5.0,4.0,8.0,2.0,348.0,1.0,,,1.0,,"5 Bedroom House in Gallo Manor, Elegant 3-Bedroom Family Home with Fully Furnished Cottage in Morningside, Sandton Discover refined",22 Mar 2026,2026-03-27T16:47:32.728218+00:00,to-rent,gauteng,johannesburg-metro,sandton,gallo-manor
privateproperty,RR4636291,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/olivedale/RR4636291,3 Bedroom House in Olivedale,28000.0,Olivedale,North Riding To Lanseria,Gauteng,House,3.0,2.5,2.0,2.0,95.0,347.0,,,,,"3 Bedroom House in Olivedale, Step into contemporary elegance with this beautifully designed 3-bedroom, 2.5-bathroom double-storey",22 Mar 2026,2026-03-27T16:47:35.968112+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,olivedale
privateproperty,RR4636264,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/bram-fisherville/RR4636264,1 Bedroom House in Bram Fisherville,2500.0,Bram Fisherville,Soweto,Gauteng,House,1.0,1.0,,,,,,,,Available Now,"1 Bedroom House in Bram Fisherville, This neat and well-maintained bachelor unit offers comfortable and convenient living, perfect for a",22 Mar 2026,2026-03-27T16:47:40.166419+00:00,to-rent,gauteng,johannesburg-metro,soweto,bram-fisherville
privateproperty,RR4636256,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/corlett-gardens/RR4636256,1 Bedroom House in Corlett Gardens,5000.0,Corlett Gardens,Johannesburg Central,Gauteng,House,1.0,1.0,2.0,,48.0,2.0,,,,Available Now,"1 Bedroom House in Corlett Gardens, 1 bedroom available for rental water included in the price in Johannesburg corlett gardens Deposit",22 Mar 2026,2026-03-27T16:47:42.858130+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,corlett-gardens
privateproperty,RR4636202,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/norwood/RR4636202,3 Bedroom House in Norwood,15000.0,Norwood,Rosebank And Parktown,Gauteng,House,3.0,2.0,,,,991.0,,,,,"3 Bedroom House in Norwood, This well maintained and secure home offers comfortable living in an excellent location, just a shor",21 Mar 2026,2026-03-27T16:47:46.039571+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,norwood
privateproperty,RR4636088,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sandown/00-madison-palms/121-north-road/RR4636088,2 Bedroom House in Sandown,10000.0,Sandown,Sandton,Gauteng,House,2.0,2.0,2.0,,,75.0,,,,Available Now,"2 Bedroom House in Sandown, Madison palms, 121 North Road, 2 bed ground floor apartment to let in sandton Available from the 1st of April Open plan kitchen, s",21 Mar 2026,2026-03-27T16:47:50.085512+00:00,to-rent,gauteng,johannesburg-metro,sandton,sandown
privateproperty,RR4135754,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern-valley/RR4135754,5 Bedroom House in Dainfern Valley,60000.0,Dainfern Valley,Sandton,Gauteng,House,5.0,4.5,3.0,3.0,513.0,844.0,,,,,"5 Bedroom House in Dainfern Valley, Stunning 5-Bedroom Home with Park Views in Dainfern Valley Estate Set in a secluded position overlo",20 Mar 2026,2026-03-27T16:47:53.868580+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern-valley
privateproperty,RR4636005,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern/dainfern-golf-estate/RR4636005,5 Bedroom House in Dainfern Golf Estate,60000.0,Dainfern,Sandton,Gauteng,House,5.0,4.5,3.0,3.0,500.0,850.0,,,1.0,,"5 Bedroom House in Dainfern Golf Estate, Dual Mandate - 5 Bedroom Home for Rent in Dainfern Golf Estate This double-storey semi-furnished fa",20 Mar 2026,2026-03-27T16:48:08.993536+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern
privateproperty,RR3944016,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/blue-hills/RR3944016,4 Bedroom House in Blue Hills,25000.0,Blue Hills,Midrand,Gauteng,House,4.0,3.0,2.0,2.0,,,,,,Available Now,"4 Bedroom House in Blue Hills, Modern free-standing 4 Bedroom home in Coral Wood Village Estate. The home set on a 400smq stand ha",20 Mar 2026,2026-03-27T16:48:12.787491+00:00,to-rent,gauteng,johannesburg-metro,midrand,blue-hills
privateproperty,RR4635968,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/RR4635968,3 Bedroom House in Bedfordview,27000.0,Bedfordview,Bedfordview,Gauteng,House,3.0,2.0,2.0,2.0,,,,,,,"3 Bedroom House in Bedfordview, Experience the perfect blend of security, style, and low-maintenance luxury in this stunning 3-bedro",20 Mar 2026,2026-03-27T16:48:16.628084+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,RR4624230,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/jukskei-view/587-firefinch/RR4624230,4 Bedroom House in Jukskei View,15000.0,Jukskei View,Midrand,Gauteng,House,4.0,2.0,3.0,2.0,90.0,300.0,,,,,"4 Bedroom House in Jukskei View, 587 firefinch, 4-Bedroom House To Let in Waterfall View Estate Secure & Peaceful Living Available: 01 April 2026",20 Mar 2026,2026-03-27T16:48:20.289442+00:00,to-rent,gauteng,johannesburg-metro,midrand,jukskei-view
privateproperty,RR4635894,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/whiteridge/RR4635894,3 Bedroom House in Whiteridge,12500.0,Whiteridge,Northcliff,Gauteng,House,3.0,1.0,7.0,1.0,210.0,536.0,,,,,"3 Bedroom House in Whiteridge, 3-Bedroom Family Home in Secure Whiteridge Spacious Family Home in Secure Whiteridge, Roodepoort R",20 Mar 2026,2026-03-27T16:48:23.057056+00:00,to-rent,gauteng,johannesburg-metro,northcliff,whiteridge
privateproperty,RR4635892,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/the-hill/RR4635892,1 Bedroom House in The Hill,4000.0,The Hill,Johannesburg South,Gauteng,House,1.0,1.0,,,,,,,,Available Now,"1 Bedroom House in The Hill, BIG ONE BEDROOM AND LOUNGE HALF HOUSE AT DRAKENSBERG ROAD, THE HILL. OPEN PLAN KITCHEN, BEDROOM BIC",20 Mar 2026,2026-03-27T16:48:26.669358+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,the-hill
privateproperty,RR4635876,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami-ah/RR4635876,3 Bedroom House in Kyalami AH,45000.0,Kyalami Ah,Midrand,Gauteng,House,3.0,2.0,2.0,2.0,160.0,4.0,,,1.0,,"3 Bedroom House in Kyalami AH, This lovely fully furnished home in Kyalami offers comfortable and convenient living in a secure and",20 Mar 2026,2026-03-27T16:48:29.892263+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami-ah
privateproperty,RR4635781,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/jukskei-view/RR4635781,4 Bedroom House in Jukskei View,15000.0,Jukskei View,Midrand,Gauteng,House,4.0,3.0,4.0,4.0,,,,,,,"4 Bedroom House in Jukskei View, Positioned within the secure and well-established Waterfall View Estate, this beautifully proportion",20 Mar 2026,2026-03-27T16:48:32.457521+00:00,to-rent,gauteng,johannesburg-metro,midrand,jukskei-view
privateproperty,RR4635754,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/fontainebleau/RR4635754,1 Bedroom House in Fontainebleau,8000.0,Fontainebleau,Randburg,Gauteng,House,1.0,1.0,,,160.0,1.0,,,1.0,Available Now,"1 Bedroom House in Fontainebleau, Fully furnished room with private en-suite bathroom available in a peaceful and well-maintained home",20 Mar 2026,2026-03-27T16:48:36.522477+00:00,to-rent,gauteng,johannesburg-metro,randburg,fontainebleau
privateproperty,RR4635726,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/parkmore/RR4635726,4 Bedroom House in Parkmore,45000.0,Parkmore,Sandton,Gauteng,House,4.0,2.5,2.0,2.0,,2.0,,,,,"4 Bedroom House in Parkmore, 4-Bedroom beautiful Family Home to Rent in Glenadrienne This exceptional 4-bedroom home in Glenadr",20 Mar 2026,2026-03-27T16:48:39.661793+00:00,to-rent,gauteng,johannesburg-metro,sandton,parkmore
privateproperty,RR4444028,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern/dainfern-golf-estate/RR4444028,4 Bedroom House in Dainfern Golf Estate,55000.0,Dainfern,Sandton,Gauteng,House,4.0,3.0,2.0,2.0,427.0,1.0,,,,,"4 Bedroom House in Dainfern Golf Estate, SOLE MANDATE Single-Level Family Home in Dainfern Golf Estate This beautifully renovated 4-bedroom",20 Mar 2026,2026-03-27T16:48:43.451435+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern
privateproperty,RR4635707,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/blackheath/RR4635707,2 Bedroom House in Blackheath,13500.0,Blackheath,Northcliff,Gauteng,House,2.0,2.0,2.0,,,,,,,Available Now,"2 Bedroom House in Blackheath, This newly renovated duplex home in Blackheath offers comfortable and versatile living with two bedr",20 Mar 2026,2026-03-27T16:48:46.152160+00:00,to-rent,gauteng,johannesburg-metro,northcliff,blackheath
privateproperty,RR3964203,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern/RR3964203,1 Bedroom House in Dainfern,6000.0,Dainfern,Sandton,Gauteng,House,1.0,1.0,2.0,,,,,,,Available Now,"1 Bedroom House in Dainfern, Cosy 1 bedroom garden thatch cottage Plot This charming 1-bedroom garden thatch cottage nestled on",20 Mar 2026,2026-03-27T16:48:49.224260+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern
privateproperty,RR4635658,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/parkmore/RR4635658,1 Bedroom House in Parkmore,16000.0,Parkmore,Sandton,Gauteng,House,1.0,1.0,1.0,,100.0,,,,1.0,Available Now,"1 Bedroom House in Parkmore, Spacious Fully-Furnished Private 1-Bedroom Cottage with Carport This well-presented and fully furni",20 Mar 2026,2026-03-27T16:48:52.031962+00:00,to-rent,gauteng,johannesburg-metro,sandton,parkmore
privateproperty,RR4635654,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/carlswald-estate/RR4635654,0.5 Bedroom House in Carlswald Estate,6500.0,Carlswald Estate,Midrand,Gauteng,House,0.5,1.0,,,,,,,1.0,,"0.5 Bedroom House in Carlswald Estate, Bachelor unit available for rental occupation in Carlswald AH. Generous size bachelor unit with well",20 Mar 2026,2026-03-27T16:48:55.359963+00:00,to-rent,gauteng,johannesburg-metro,midrand,carlswald-estate
privateproperty,RR4635605,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/clayville/RR4635605,4 Bedroom House in Clayville,41500.0,Clayville,Midrand,Gauteng,House,4.0,3.5,2.0,2.0,340.0,600.0,,,,,"4 Bedroom House in Clayville, 4-Bedroom Home to Rent in Midstream Ridge This beautiful and modern home offers 4 spacious bedrooms",20 Mar 2026,2026-03-27T16:48:59.566259+00:00,to-rent,gauteng,johannesburg-metro,midrand,clayville
privateproperty,RR4635572,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami-ah/RR4635572,4 Bedroom House in Kyalami AH,25500.0,Kyalami Ah,Midrand,Gauteng,House,4.0,2.0,7.0,3.0,,,,,,,"4 Bedroom House in Kyalami AH, This spacious property has so much to offer and is perfectly suited for comfortable family living.",20 Mar 2026,2026-03-27T16:49:02.322251+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami-ah
privateproperty,RR4635552,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/kelvin/28/28-louise-way/RR4635552,3 Bedroom House in Kelvin,27000.0,Kelvin,Sandton,Gauteng,House,3.0,2.0,2.0,,250.0,,,,0.0,Available Now,"3 Bedroom House in Kelvin, 28 ., 28 Louise Way, GORGEOUS FULLY FURNISHED KELVIN HOME This lovely home is fully furnished and fully equipped, in a q",20 Mar 2026,2026-03-27T16:49:06.216752+00:00,to-rent,gauteng,johannesburg-metro,sandton,kelvin
privateproperty,RR4635524,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/hurlingham/28-simonsig-road/RR4635524,5 Bedroom House in Hurlingham,75000.0,Hurlingham,Sandton,Gauteng,House,5.0,3.0,4.0,2.0,,,,,1.0,Available Now,"5 Bedroom House in Hurlingham, 28 Simonsig Road, FULLY FURNISHED & STYLISHED LIVING Prime Location in Sandton Nestled in Bryanston, Sandton, along",20 Mar 2026,2026-03-27T16:49:09.177007+00:00,to-rent,gauteng,johannesburg-metro,sandton,hurlingham
privateproperty,RR4635504,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/johannesburg-north/RR4635504,3 Bedroom House in Johannesburg North,18500.0,Johannesburg North,North Riding To Lanseria,Gauteng,House,3.0,2.0,3.0,2.0,190.0,,,,,Available Now,"3 Bedroom House in Johannesburg North, EMAILS ONLY, TO ENQUIRE ABOUT THIS RENTAL 3 beds with Pool and Outside office. This property is a",20 Mar 2026,2026-03-27T16:49:13.462297+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,johannesburg-north
privateproperty,RR4635459,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/randpark-ridge/RR4635459,2 Bedroom House in Randpark Ridge,11500.0,Randpark Ridge,Randburg,Gauteng,House,2.0,2.0,2.0,,76.0,,,,,,"2 Bedroom House in Randpark Ridge, Secure & Cozy Living in the Heart of Leafy Randpark Ridge. Ground floor unit. Nestled within a secu",20 Mar 2026,2026-03-27T16:49:16.555706+00:00,to-rent,gauteng,johannesburg-metro,randburg,randpark-ridge
privateproperty,RR4635447,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/lonehill/RR4635447,3 Bedroom House in Lonehill,30000.0,Lonehill,Sandton,Gauteng,House,3.0,2.0,2.0,2.0,200.0,,,,1.0,Available Now,"3 Bedroom House in Lonehill, Tucked away in a quiet, secure estate in the heart of Lonehill, this single-level 3-bedroom home off",20 Mar 2026,2026-03-27T16:49:19.674031+00:00,to-rent,gauteng,johannesburg-metro,sandton,lonehill
privateproperty,RR4635414,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami-estate/RR4635414,3 Bedroom House in Kyalami Estate,32500.0,Kyalami Estate,Midrand,Gauteng,House,3.0,2.0,2.0,2.0,259.0,444.0,,,,,"3 Bedroom House in Kyalami Estate, This elegant home features open-plan living areas, including formal and TV lounges as well as a dini",20 Mar 2026,2026-03-27T16:49:22.805323+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami-estate
privateproperty,RR4635406,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/kensington/RR4635406,3 Bedroom House in Kensington,14000.0,Kensington,Johannesburg Central,Gauteng,House,3.0,1.0,2.0,2.0,,,,,,Available Now,"3 Bedroom House in Kensington, Stunning 3 bedroom house to rent in Kensington JHB This immaculate 3 bedroom house offers you with y",20 Mar 2026,2026-03-27T16:49:26.787961+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,kensington
privateproperty,RR4635386,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/coronationville/RR4635386,3 Bedroom House in Coronationville,6650.0,Coronationville,Johannesburg Central,Gauteng,House,3.0,1.0,4.0,,123.0,297.0,,,,,"3 Bedroom House in Coronationville, Available 1 April! Secure Your 3-Bedroom Home in Coronationville Today Enjoy easy living in this 3-",20 Mar 2026,2026-03-27T16:49:29.451447+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,coronationville
privateproperty,RR4635374,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/hyde-park/RR4635374,3 Bedroom House in Hyde Park,45000.0,Hyde Park,Sandton,Gauteng,House,3.0,2.5,3.0,3.0,,4.0,,,,Available Now,"3 Bedroom House in Hyde Park, Welcome to this exquisite, full of charm property, a true gem nestled on a spacious 4040 square mete",20 Mar 2026,2026-03-27T16:49:33.253312+00:00,to-rent,gauteng,johannesburg-metro,sandton,hyde-park
privateproperty,RR4635320,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/RR4635320,3 Bedroom House in Bryanston,21000.0,Bryanston,Sandton,Gauteng,House,3.0,2.0,4.0,,,,,,,,"3 Bedroom House in Bryanston, Elegant Free-Standing Family Home in a Secure Boomed Cul-de-Sac Elegant Free-Standing Family Home i",20 Mar 2026,2026-03-27T16:49:36.545344+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4635256,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/parkmore/new-brighton/16-allandale-road/RR4635256,4 Bedroom House in New Brighton,29950.0,Parkmore,Sandton,Gauteng,House,4.0,3.0,2.0,2.0,275.0,991.0,,,,,"4 Bedroom House in New Brighton, 16 Allandale Road, Spacious 4-Bedroom Family Home with Garden Cottage, Security, DSTV & Wi-Fi Ready Enjoy comfortable",19 Mar 2026,2026-03-27T16:49:39.947592+00:00,to-rent,gauteng,johannesburg-metro,sandton,parkmore
privateproperty,RR4635098,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/linksfield/linksfield-ridge/RR4635098,5 Bedroom House in Linksfield Ridge,40000.0,Linksfield,Johannesburg Central,Gauteng,House,5.0,3.5,2.0,2.0,,1.0,,,,,"5 Bedroom House in Linksfield Ridge, Set high on the ridge in a quiet, boomed-off street, this expansive three-level home offers a rare c",19 Mar 2026,2026-03-27T16:49:44.149417+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,linksfield
privateproperty,RR4635053,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/protea-glen/RR4635053,2 Bedroom House in Protea Glen,5000.0,Protea Glen,Soweto,Gauteng,House,2.0,1.0,1.0,,,,,,,Available Now,"2 Bedroom House in Protea Glen, This charming 2-bedroom, 1-bathroom home is situated in the growing community of Protea Glen, offeri",19 Mar 2026,2026-03-27T16:49:48.049668+00:00,to-rent,gauteng,johannesburg-metro,soweto,protea-glen
