source_site,listing_id,rental_url,title,monthly_rent,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,furnished_flag,availability_text,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug
privateproperty,SYNRENT01605,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/chartwell/SYNRENT01605,3 Bedroom House in Chartwell,23200.0,Chartwell,North Riding To Lanseria,Gauteng,House,3.0,3.0,1.0,1.0,95.09893819075718,176.99642247066427,,,1.0,Available Now,"3 Bedroom House in Ormonde, 54 Akker Avenue, Stylish 3 Bedroom Rental Home with Pool! This well-maintained and inviting rental home offers comfo",05 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,chartwell
privateproperty,SYNRENT01606,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/vorna-valley/SYNRENT01606,0 Bedroom Apartment in Vorna Valley,5500.0,Vorna Valley,Sandton,Gauteng,Apartment,0.0,2.0,1.0,1.0,34.50615861763006,171.0169263566923,,,1.0,,"3 Bedroom House in Protea Glen, Three-Bedroom House to Rent This well-kept home offers practical living space and convenience, idea",16 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,vorna-valley
privateproperty,SYNRENT01607,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/brixton/SYNRENT01607,1 Bedroom House in Brixton,3550.0,Brixton,Sandton,Gauteng,House,1.0,3.0,3.0,3.0,47.71440591553409,178.04940501550294,,,1.0,Available Now,"Studio Apartment in Illovo, 2008 Circa Illovo, 196 Unit 2008, C/o Chaplin and Oxford Road, Experience a new level of city living with this exceptional rental opportunity in the heart of Sandt",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,brixton
privateproperty,SYNRENT01608,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/olifantsfontein/SYNRENT01608,3 Bedroom House in Olifantsfontein,9100.0,Olifantsfontein,Midrand,Gauteng,House,3.0,3.0,1.0,1.0,95.30274950062949,157.77746328289496,,,,Available Now,"1 Bedroom Apartment in Illovo, 1229 Circa-Illovo, 21 Chaplin Road, Circa Illovo Live Exceptionally in the Heart of Sandton LIMITED-TIME LAUNCH SPECIAL Get Your First",16 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,olifantsfontein
privateproperty,SYNRENT01609,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/kyalami/SYNRENT01609,3 Bedroom Apartment in Kyalami,13300.0,Kyalami,Sandton,Gauteng,Apartment,3.0,3.0,3.0,1.0,89.02774273026895,200.51432357713702,,,,,"1 Bedroom Apartment in Braamfontein, Female Rooms Available Shared Unit! Welcome to our exclusive FEMALE student accommodation! Experi",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,kyalami
privateproperty,SYNRENT01610,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/noordwyk/SYNRENT01610,2 Bedroom House in Noordwyk,27200.0,Noordwyk,North Riding To Lanseria,Gauteng,House,2.0,4.0,3.0,3.0,92.2269298114334,348.11904085635393,,,,,"4 Bedroom House in Fourways, Exclusive Sole Mandate: An exquisite Italian-inspired family home situated in the prestigious Dainfe",14 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,noordwyk
privateproperty,SYNRENT01611,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/marshalltown/SYNRENT01611,0 Bedroom Apartment in Marshalltown,2250.0,Marshalltown,Johannesburg Central,Gauteng,Apartment,0.0,1.0,1.0,1.0,92.72379335163477,185.68620768086933,,,,Available Now,"2 Bedroom Apartment in Franklin Roosevelt Park, 8 Olive Schreiner, 11 Olive Schreiner Street, This fully tiled, 2-bedroom, 2-bathroom apartment on the first floor offers a spacious and comfortab",23 Dec 2025,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,marshalltown
privateproperty,SYNRENT01612,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/mondeor/SYNRENT01612,4 Bedroom House in Mondeor,15000.0,Mondeor,Midrand,Gauteng,House,4.0,2.0,3.0,3.0,89.68620049030142,237.06177273721707,,,1.0,,"3 Bedroom House in Bedfordview, This spacious Family Home is within a boomed-off enclosure with 24hr guarded security Large Kitche",28 Feb 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,mondeor
privateproperty,SYNRENT01613,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/SYNRENT01613,2 Bedroom Apartment in Sunninghill,7600.0,Sunninghill,Sandton,Gauteng,Apartment,2.0,1.0,2.0,1.0,89.47756224581725,191.78648963226868,,,1.0,Available Now,"Studio apartment in Sandown, 20000 Blackbrick, 25 Fredman Drive, Fully Furnished Luxury Sandton CBD studio apartment for rent This modern studio apartment with 1 bat",14 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,SYNRENT01614,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/waterfall-estate/SYNRENT01614,3 Bedroom House in Waterfall Estate,52000.0,Waterfall Estate,Midrand,Gauteng,House,3.0,5.0,1.0,1.0,403.0801778156076,160.13997450457958,,,1.0,Available Now,"7 Bedroom House in Noordwyk, Commercial Property To Let &ndash Noordwyk Flexible Office Space&nbsp From R6,000 to R18,000 per mon",23 Mar 2026,2026-03-27T16:42:03+00:00,to-rent,gauteng,johannesburg-metro,midrand,waterfall-estate
privateproperty,SYNRENT01615,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern/SYNRENT01615,5 Bedroom House in Dainfern,75100.0,Dainfern,Sandton,Gauteng,House,5.0,3.0,3.0,2.0,545.2378136294814,136.30945340737034,,,1.0,Available Now,"2 Bedroom House in Beverley, 239 SOHO Beverley, 1 Soho Lane, Step into modern luxury with this beautifully furnished second-floor apartment in the exclusive Soho",20 Feb 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern
privateproperty,SYNRENT01616,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/waterfall-estate/SYNRENT01616,2 Bedroom Apartment in Waterfall Estate,6950.0,Waterfall Estate,Midrand,Gauteng,Apartment,2.0,1.0,5.0,3.0,63.00779363034745,172.40082488821292,,,,Available Now,"2 Bedroom House in The Hill, Find this beautiful, spacious and newly renovated 2 Bedroom house To Let in The Hill for R7000. Dep",22 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,waterfall-estate
privateproperty,SYNRENT01617,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/SYNRENT01617,2 Bedroom House in Bedfordview,24100.0,Bedfordview,Bedfordview,Gauteng,House,2.0,3.0,2.0,1.0,94.53322947056448,173.15065446732223,,,1.0,Available Now,"2 Bedroom Apartment in Morningside, 194 The Consulate, 28 French lane, Spacious 2-bedroom, 2-Bathroom Duplex for rent in Morningside Welcome to your new home at The Consu",13 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,SYNRENT01618,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/westdene/SYNRENT01618,4 Bedroom House in Westdene,16600.0,Westdene,Northcliff,Gauteng,House,4.0,2.0,4.0,2.0,280.5320557088506,497.83658341415304,,,,Available Now,"2 Bedroom Apartment in North Riding, 107 Telford court, 10 Hyperion Drive, Ground floor unit in a sought after complex in North Riding close to Northgate and Montecasino.",13 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,northcliff,westdene
privateproperty,SYNRENT01619,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/meadowlands/SYNRENT01619,3 Bedroom House in Meadowlands,8400.0,Meadowlands,Soweto,Gauteng,House,3.0,2.0,3.0,2.0,90.94812380427527,171.925166168161,,,1.0,Available Now,"2 Bedroom Apartment in Hyde Park, Fully Furnished Executive 2 Bedroom 2 bathroom Apartment Luxurious unit in a Newly Developed comple",26 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,soweto,meadowlands
privateproperty,SYNRENT01620,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/benmore-gardens/SYNRENT01620,4 Bedroom House in Benmore Gardens,74000.0,Benmore Gardens,Sandton,Gauteng,House,4.0,5.0,3.0,1.0,97.33058566415356,179.65785684127837,,,1.0,,"1 Bedroom Apartment in Morningside, Stylish Fully Furnished and Serviced 1 Bedroom Apartment with Garden in Secure Morningside Complex",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,benmore-gardens
privateproperty,SYNRENT01621,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/barbeque-downs/SYNRENT01621,0 Bedroom House in Barbeque Downs,1200.0,Barbeque Downs,Soweto,Gauteng,House,0.0,2.0,2.0,2.0,116.09604685982853,188.18793399378725,,,1.0,Available Now,"4 Bedroom House in Bryanston, 5 West End Place, WEST END ESTATE, BRYANSTON Available 1 May 2026 Indulge in the pinnacle of modern luxury living wit",14 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,soweto,barbeque-downs
privateproperty,SYNRENT01622,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/lonehill/SYNRENT01622,3 Bedroom House in Lonehill,34700.0,Lonehill,Sandton,Gauteng,House,3.0,3.0,6.0,3.0,91.75800485977733,582.2156265006479,,,1.0,,"1 Bedroom Apartment in Marshalltown, 510 94 On Main, 94 Main Street, 1 bed available in Marshalltown - No deposit Sign a 12 month lease to qualify for no deposit. Indul",12 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,lonehill
privateproperty,SYNRENT01623,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/SYNRENT01623,1 Bedroom Apartment in Sunninghill,2450.0,Sunninghill,Sandton,Gauteng,Apartment,1.0,3.0,2.0,2.0,13.501097880524066,173.58585029717534,,,1.0,,"4.5 Bedroom House in Fernbrook Estate, Elegant 4-Bedroom Family Home for Rent in Fernbrook Lifestyle Estate This well-appointed family res",16 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,SYNRENT01624,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/marshalltown/SYNRENT01624,1 Bedroom Apartment in Marshalltown,4150.0,Marshalltown,Johannesburg Central,Gauteng,Apartment,1.0,1.0,2.0,2.0,10.706380479635943,168.13644518242486,,,1.0,,"2 Bedroom House in Protea Glen, Practical 2-Bedroom Home in Protea Glen, Extension 2 Practical 2-Bedroom Home in Protea Glen, Exten",13 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,marshalltown
privateproperty,SYNRENT01625,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/halfway-gardens/SYNRENT01625,3 Bedroom House in Halfway Gardens,21500.0,Halfway Gardens,Midrand,Gauteng,House,3.0,4.0,1.0,1.0,255.8483685140652,244.64200656277976,,,1.0,,"1 Bedroom Apartment in Rosebank, 415 The Bolton, 2 Sturdee Ave, Unbeatable Rental Deal in Rosebank! Nestled in the heart of Rosebank, this sought-after development",13 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,halfway-gardens
privateproperty,SYNRENT01626,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/rosebank/SYNRENT01626,1 Bedroom House in Rosebank,22000.0,Rosebank,Rosebank And Parktown,Gauteng,House,1.0,2.0,1.0,1.0,95.6812692063867,186.89868166803836,,,,,"1 Bedroom House in Glenvista, Spacious One-Bedroom Granny Flat in Prime Glenvista Location A spacious one-bedroom granny flat in",11 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,rosebank
privateproperty,SYNRENT01627,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/north-riding/SYNRENT01627,7 Bedroom House in North Riding,16900.0,North Riding,Midrand,Gauteng,House,7.0,1.0,10.0,3.0,237.84996459800342,59.462491149500856,,,,,"3 Bedroom Apartment in Yeoville, 3 Bedrooms CLEANSECURE Opportunity to rent the apartments at Crown Court. Situated in a quite enviro",15 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,north-riding
privateproperty,SYNRENT01628,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/berea/SYNRENT01628,0 Bedroom Apartment in Berea,3700.0,Berea,Johannesburg Central,Gauteng,Apartment,0.0,2.0,3.0,2.0,59.05621334879558,182.2750859772891,,,1.0,,"2 Bedroom House in Sagewood, Looking for serenity, convenience, safety coupled with peace of mind - look no further!!! It boosts",08 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,berea
privateproperty,SYNRENT01629,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/quellerina/SYNRENT01629,7 Bedroom House in Quellerina,33600.0,Quellerina,Randburg,Gauteng,House,7.0,5.0,10.0,6.0,914.887724335979,228.72193108399475,,,1.0,Available Now,"1 Bedroom Apartment in Kyalami, 35-4G The Parks Lifestyle Apartments, 22 Century Boulevard, The Parks Lifestyle Apartments The Parks Lifestyle Apartments Resort-Style Living at Mid-Market Re",16 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,randburg,quellerina
privateproperty,SYNRENT01630,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/noordwyk/SYNRENT01630,2 Bedroom House in Noordwyk,12500.0,Noordwyk,Midrand,Gauteng,House,2.0,1.0,2.0,2.0,94.59151190677235,390.75348605460226,,,,,"3 Bedroom House in North Riding, 957 North Riding Ext 22, Discover your next family haven in the desirable suburb of North Riding! This charming and spacious",14 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,noordwyk
privateproperty,SYNRENT01631,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/savoy-estate/SYNRENT01631,2 Bedroom House in Savoy Estate,23700.0,Savoy Estate,Rosebank And Parktown,Gauteng,House,2.0,1.0,5.0,5.0,98.86484864411311,183.37835195900274,,,1.0,,"3 Bedroom House in Malanshof, Beautiful home in quiet cul-de-sac setting for added peace of mind This beautiful home is situated i",23 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,savoy-estate
privateproperty,SYNRENT01632,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/benmore-gardens/SYNRENT01632,2 Bedroom Apartment in Benmore Gardens,18800.0,Benmore Gardens,Sandton,Gauteng,Apartment,2.0,2.0,2.0,1.0,145.58408742083208,203.52292975162672,,,1.0,,"4 Bedroom House in Westdene, Large family home available to Let This uniquely designed home offers a perfect blend of style, spa",09 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,benmore-gardens
privateproperty,SYNRENT01633,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/johannesburg-cbd/SYNRENT01633,2 Bedroom Apartment in Johannesburg Cbd,4150.0,Johannesburg Cbd,Johannesburg Central,Gauteng,Apartment,2.0,1.0,2.0,2.0,64.52222441962182,193.39355134266827,,,1.0,,"1 Bedroom Apartment in North Riding, 182 Isabel Estate, 1 Dexter Road, Step into a life of comfort, beauty, and convenience with this stylish 1-bedroom apartment at Isabel",25 Feb 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,johannesburg-cbd
privateproperty,SYNRENT01634,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/auckland-park/SYNRENT01634,1 Bedroom Apartment in Auckland Park,7200.0,Auckland Park,Northcliff,Gauteng,Apartment,1.0,1.0,1.0,1.0,13.93108348132083,176.47721385487506,,,,Available Now,"1 Bedroom House in Auckland Park, Auckland Park, 36 Surbiton Avenue, This well-maintained furnished double-storey property is in the heart of Auckland Park. It offers a",18 Feb 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,northcliff,auckland-park
privateproperty,SYNRENT01635,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/SYNRENT01635,1 Bedroom Apartment in Sunninghill,7900.0,Sunninghill,Sandton,Gauteng,Apartment,1.0,2.0,2.0,1.0,69.59057428010972,197.72605325582677,,,1.0,Available Now,"2 Bedroom Apartment in Sandown, 124 SS THE CAPITAL ON THE PARK, 101 Katherine Street, Come and view this stunning 2 bed, 2 bath in Capital on Park Sandown. Situated on the 1st Floor th",14 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,SYNRENT01636,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/SYNRENT01636,2 Bedroom House in Bedfordview,22600.0,Bedfordview,Bedfordview,Gauteng,House,2.0,2.0,5.0,4.0,83.96928398529477,163.89854651400583,,,1.0,,"3 Bedroom House in Kensington, 10 Emerald street, 3-Bedroom House for Rent - 10 Emerald Street, Kensington Price: R12,000month Available: Now This spa",14 Jan 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,SYNRENT01637,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/westdene/SYNRENT01637,5 Bedroom House in Westdene,3650.0,Westdene,Northcliff,Gauteng,House,5.0,5.0,5.0,3.0,101.71557552586003,930.5978699773038,,,1.0,Available Now,"1 Bedroom Apartment in Fourways, Available: 1 April 2026. One bed garden apartment, Cedar Lofts, Willow Avenue, Fourways. On",15 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,northcliff,westdene
privateproperty,SYNRENT01638,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami-ah/SYNRENT01638,2 Bedroom Apartment in Kyalami Ah,7950.0,Kyalami Ah,Midrand,Gauteng,Apartment,2.0,3.0,4.0,2.0,63.05312003805611,175.81152166598196,,,1.0,Available Now,"1 Bedroom Apartment in Ormonde, LADIES COMMUNE SAFE, PEACEFUL & WELL-LOCATED Looking for a secure and comfortable space to call ho",05 May 2025,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami-ah
privateproperty,SYNRENT01639,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/robertsham/SYNRENT01639,2 Bedroom House in Robertsham,1650.0,Robertsham,Johannesburg South,Gauteng,House,2.0,3.0,2.0,2.0,88.33870255901518,187.28944695456963,,,1.0,,"Studio apartment in Treesbank AH, C-MLA22-3K Helderfontein Meander Lifestyle Apartments, 1 Celery Drive, FREE Uncapped Internet Access Load-shedding Solutions Solar Backups for lights and internet,",02 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,robertsham
privateproperty,SYNRENT01640,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/kelvin/SYNRENT01640,3 Bedroom House in Kelvin,22000.0,Kelvin,Sandton,Gauteng,House,3.0,1.0,4.0,2.0,230.78046966114937,192.52962670151186,,,,,"2 Bedroom Apartment in Marshalltown, 2 Zuri, 108 Albert Street, Brand-new 2-bedroom apartments in Marshalltown offer generous space, quality finishes, and a seamles",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,kelvin
privateproperty,SYNRENT01641,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/waterfall-estate/SYNRENT01641,4 Bedroom Apartment in Waterfall Estate,29700.0,Waterfall Estate,Sandton,Gauteng,Apartment,4.0,2.0,2.0,2.0,117.25133841092862,186.29999655273784,,,1.0,,"1 Bedroom Apartment in Braamfontein, Modern and spacious 1-bedroom apartment with a versatile loft space, ideal for a home office, second",20 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,waterfall-estate
privateproperty,SYNRENT01642,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/noordwyk/SYNRENT01642,7 Bedroom House in Noordwyk,17800.0,Noordwyk,Midrand,Gauteng,House,7.0,4.0,10.0,3.0,241.77277156961313,60.44319289240328,,,1.0,Available Now,"3 Bedroom House in Clayville, MA201 Clayville, 1020 Autumn Road, 3 Bedroom, 2 Bathroom Freestanding House for Rent Clayville Extension 37 This neat and well-mainta",16 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,noordwyk
privateproperty,SYNRENT01643,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/sagewood/SYNRENT01643,2 Bedroom House in Sagewood,4150.0,Sagewood,Midrand,Gauteng,House,2.0,1.0,1.0,1.0,68.80780446822757,189.68618228541948,,,1.0,Available Now,"1 Bedroom House in Rembrandt Park, Charming 1-Bedroom Cottage in Rembrandt Park This cozy and well-maintained 1-bedroom cottage, loca",03 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,sagewood
privateproperty,SYNRENT01644,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/SYNRENT01644,2 Bedroom Apartment in Bryanston,8700.0,Bryanston,Sandton,Gauteng,Apartment,2.0,2.0,1.0,1.0,94.10392577178328,167.79821813304926,,,,,"3 Bedroom Apartment in Berea, 1104 Selwood Place, 6 O'' Reiily Street, Selwood Place LIMITED OFFER | REDUCED RENTALS | FIRST MONTH RENT FREE | STAY WITH US AND YOU COULD",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,SYNRENT01645,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami-ah/SYNRENT01645,4 Bedroom Apartment in Kyalami Ah,18100.0,Kyalami Ah,Midrand,Gauteng,Apartment,4.0,1.0,5.0,1.0,128.8912573921451,179.86819696697887,,,1.0,,"4 Bedroom House in Dainfern Valley, This magnificent 4-bedroom home in the popular Dainfern Valley secure estate, is positioned on an el",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami-ah
privateproperty,SYNRENT01646,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/SYNRENT01646,1 Bedroom House in Bryanston,38900.0,Bryanston,Sandton,Gauteng,House,1.0,2.0,4.0,2.0,247.691349922481,307.7868495639541,,,,,"3 Bedroom House in River Club, Elegant Freestanding Residence with Premium Utilities This distinguished freestanding home offers r",12 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,SYNRENT01647,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/parktown-north/SYNRENT01647,2 Bedroom Apartment in Parktown North,5600.0,Parktown North,Rosebank And Parktown,Gauteng,Apartment,2.0,1.0,1.0,1.0,96.1410057118823,166.3087053423245,,,1.0,,"3 Bedroom House in Blue Hills, 1042 bluehills ext24, 1042 girth, This property is situated in a secured complex with 24 hours security monitoring. It has a huge love",12 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,parktown-north
privateproperty,SYNRENT01648,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/SYNRENT01648,3 Bedroom House in Bryanston,38500.0,Bryanston,Sandton,Gauteng,House,3.0,4.0,6.0,2.0,80.55861457046103,645.2678825963972,,,1.0,Available Now,"3 Bedroom House in Forest Hill, 1 Bedroom cottage to let at 35 Koll street Forest hill. Big room with wardrobe, very big lounge wit",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,SYNRENT01649,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/auckland-park/SYNRENT01649,1 Bedroom Apartment in Auckland Park,12000.0,Auckland Park,Northcliff,Gauteng,Apartment,1.0,1.0,2.0,2.0,23.297327934840975,174.4425916039204,,,1.0,,"2 Bedroom Apartment in Marshalltown, 1 Eloff, Eloff Street, 2 Bedroom Loft Style Apartments Nestled in the heart of Jozi''s CBD, youll spot a striking blue and",19 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,northcliff,auckland-park
privateproperty,SYNRENT01650,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/bedfordview/SYNRENT01650,0 Bedroom House in Bedfordview,25400.0,Bedfordview,North Riding To Lanseria,Gauteng,House,0.0,1.0,1.0,1.0,118.38408659344542,176.3635890540778,,,1.0,Available Now,"1 Bedroom Apartment in Illovo, 1229 Circa-Illovo, 21 Chaplin Road, Circa Illovo Live Exceptionally in the Heart of Sandton LIMITED-TIME LAUNCH SPECIAL Get Your First",18 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,bedfordview
privateproperty,SYNRENT01651,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/SYNRENT01651,2 Bedroom Apartment in Sunninghill,8950.0,Sunninghill,Sandton,Gauteng,Apartment,2.0,2.0,3.0,2.0,62.53105558522177,168.639067072491,,,1.0,,"4 Bedroom House in Fourways Gardens, Luxury 4 Bedroom Home in Fourways Gardens AVAILABLE 15 JUNE 2026 This spacious and beautifully appo",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,SYNRENT01652,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern-valley/SYNRENT01652,3 Bedroom House in Dainfern Valley,50400.0,Dainfern Valley,Sandton,Gauteng,House,3.0,3.0,3.0,1.0,446.3970626986432,111.5992656746608,,,1.0,Available Now,"4 Bedroom House in Riverlea, This well-positioned family home is situated on a corner stand in a quiet cul-de-sac, offering priva",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern-valley
