source_site,listing_id,listing_url,title,purchase_price,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug,purchase_price_Rands
privateproperty,T5312595,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/kyalami/unit-type-the-woods-apartments/7-colt-street/T5312595,1 Bedroom Apartment in Kyalami,9250000.0,Kyalami,Midrand,Gauteng,Apartment,1.0,1.0,1.0,,40.0,,1280.0,3405.1666666666665,"1 Bedroom Apartment in Kyalami, unit type the woods apartments, 7 colt street, 1 Bedroom 1 Bathroom Apartment for Sale in Kyalami Property Highlights: Designer Kitchen: The hear",21 Nov 2025,2026-03-27T16:18:45.731639+00:00,for-sale,gauteng,johannesburg-metro,midrand,kyalami,925000.0
privateproperty,T5127800,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/morningside/T5127800,2 Bedroom Apartment in Morningside,8999000.0,Morningside,Sandton,Gauteng,Apartment,2.0,1.0,,,62.0,,3436.0,785.0,"2 Bedroom Apartment in Morningside, A neat Garden unit pet friendly - 2 Bedroom 1 Bathroom GARDEN PET FRIENDLY apartment in Morningside",24 Jun 2025,2026-03-27T16:18:42.370217+00:00,for-sale,gauteng,johannesburg-metro,sandton,morningside,899900.0
privateproperty,T5406204,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/clayville/T5406204,3 Bedroom Apartment in Clayville,8990000.0,Clayville,Midrand,Gauteng,Apartment,2.0,3.0,2.0,1.0,119.0,,795.0,850.0,"3 Bedroom Apartment in Clayville, DON''T KICK YOURSELF LATER !! THIS WELL-PRICED,SPACIOUS DUPLEX APARTMENT WILL SOON BE GONE !! IT OFF",27 Feb 2026,2026-03-27T16:18:38.950431+00:00,for-sale,gauteng,johannesburg-metro,midrand,clayville,899000.0
privateproperty,T5418601,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/lonehill/T5418601,1 Bedroom Apartment in Lonehill,8950000.0,Lonehill,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,57.0,,1758.0,319.0,"1 Bedroom Apartment in Lonehill, This well-maintained sectional title apartment presents an excellent investment opportunity in the h",10 Mar 2026,2026-03-27T16:18:35.984382+00:00,for-sale,gauteng,johannesburg-metro,sandton,lonehill,895000.0
privateproperty,T5244601,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/linbro-park/T5244601,1 Bedroom Apartment in Linbro Park,8900000.0,Linbro Park,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,58.0,,1600.0,350.0,"1 Bedroom Apartment in Linbro Park, Investors Dream 1 Bedroomed Apartment For Sale Luxury 1 bed, 1 bath apartment for sale at The Reid.",26 Sep 2025,2026-03-27T16:18:32.966733+00:00,for-sale,gauteng,johannesburg-metro,sandton,linbro-park,890000.0
privateproperty,T5235011,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/glenanda/T5235011,3 Bedroom Apartment in Glenanda,8650000.0,Glenanda,Johannesburg South,Gauteng,Apartment,3.0,2.0,2.0,,92.0,92.0,2000.0,700.0,"3 Bedroom Apartment in Glenanda, This spacious first-floor apartment offers modern living in the heart of Glenanda. The home features",17 Sep 2025,2026-03-27T16:18:29.989832+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,glenanda,865000.0
privateproperty,T5312519,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/rivonia/T5312519,2 Bedroom Apartment in Rivonia,8000000.0,Rivonia,Sandton,Gauteng,Apartment,2.0,1.0,2.0,,54.0,54.0,1520.0,750.0,"2 Bedroom Apartment in Rivonia, Sunny modern apartment offering great investment opportunity in this sought after complex, or perfec",21 Nov 2025,2026-03-27T16:18:26.077067+00:00,for-sale,gauteng,johannesburg-metro,sandton,rivonia,800000.0
privateproperty,T5201450,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/linbro-park/greenlee-eco-estate/T5201450,1 Bedroom Apartment in Linbro Park,7990000.0,Linbro Park,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,41.0,,1500.0,700.0,"1 Bedroom Apartment in Linbro Park, greenlee eco-estate, , 1 Bedroom Upstairs Unit For Sale in Greenlee, Linbro Park 1 Bedroom Apartment | Greenlee Eco-Estate",22 Aug 2025,2026-03-27T16:18:22.078728+00:00,for-sale,gauteng,johannesburg-metro,sandton,linbro-park,799000.0
privateproperty,T5303144,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/noordwyk/T5303144,2 Bedroom Apartment in Noordwyk,7990000.0,Noordwyk,Midrand,Gauteng,Apartment,2.0,2.0,1.0,1.0,98.0,,2000.0,812.0,"2 Bedroom Apartment in Noordwyk, Discover modern, low-maintenance living in this neat and well-kept 2-bedroom, 2- bathroom apartment,",13 Nov 2025,2026-03-27T16:18:18.246977+00:00,for-sale,gauteng,johannesburg-metro,midrand,noordwyk,799000.0
privateproperty,T5107274,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/beverley/T5107274,1 Bedroom Apartment in Beverley,7800000.0,Beverley,Sandton,Gauteng,Apartment,1.0,1.0,,,43.0,,1534.0,1086.0,"1 Bedroom Apartment in Beverley, Charming Ground Floor One-Bedroom Unit with Garden Ideal Starter Home Welcome to a beautifully pos",6 Jun 2025,2026-03-27T16:18:15.576610+00:00,for-sale,gauteng,johannesburg-metro,sandton,beverley,780000.0
privateproperty,T5383587,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/sundowner/T5383587,2 Bedroom Apartment in Sundowner,7800000.0,Sundowner,North Riding To Lanseria,Gauteng,Apartment,2.0,1.0,2.0,1.0,72.0,4.0,2384.0,748.0,"2 Bedroom Apartment in Sundowner, If you are looking for comfort, security, and convenience, then this 2-bedroom townhouse is for you.",10 Feb 2026,2026-03-27T16:18:12.649094+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,sundowner,780000.0
privateproperty,T5431195,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/sagewood/T5431195,2 Bedroom Apartment in Sagewood,7650000.0,Sagewood,Midrand,Gauteng,Apartment,1.0,1.0,1.0,,60.0,,760.0,950.0,"2 Bedroom Apartment in Sagewood, Modern 2-Bedroom Apartments in Sagewood, Midrand ALL TRANSFER FEES AND BOND COSTS INCLUDED Buy di",19 Mar 2026,2026-03-27T16:18:10.036485+00:00,for-sale,gauteng,johannesburg-metro,midrand,sagewood,765000.0
privateproperty,T5036281,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/sundowner/T5036281,2 Bedroom Apartment in Sundowner,6990000.0,Sundowner,North Riding To Lanseria,Gauteng,Apartment,2.0,2.0,2.0,,80.0,,1099.0,250.0,"2 Bedroom Apartment in Sundowner, PERFECT STARTER HOME This apartment is located on the ground floor. A delightful two bedroom two bat",8 Apr 2025,2026-03-27T16:18:06.047984+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,sundowner,699000.0
privateproperty,T5208765,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/diepkloof/T5208765,2 Bedroom Apartment in Diepkloof,6950000.0,Diepkloof,Soweto,Gauteng,Apartment,2.0,1.0,,,45.0,,450.0,350.0,"2 Bedroom Apartment in Diepkloof, This is a beautiful two bedroom Apartment located at Orlando lifestyle Towers in Soweto with 24 hour",28 Aug 2025,2026-03-27T16:18:02.528972+00:00,for-sale,gauteng,johannesburg-metro,soweto,diepkloof,695000.0
privateproperty,T5301132,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/summerset/T5301132,2 Bedroom Apartment in Summerset,6300000.0,Summerset,Midrand,Gauteng,Apartment,2.0,1.0,3.0,,43.0,,2222.0,2375.0,"2 Bedroom Apartment in Summerset, This neat 2-bedroom, 1-bathroom apartment is perfectly located on the first floor of the secure Summ",12 Nov 2025,2026-03-27T16:17:59.130133+00:00,for-sale,gauteng,johannesburg-metro,midrand,summerset,630000.0
privateproperty,T5042637,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/winchester-hills/T5042637,2 Bedroom Apartment in Winchester Hills,5800000.0,Winchester Hills,Johannesburg South,Gauteng,Apartment,2.0,1.0,3.0,,65.0,9.0,2070.0,814.0,"2 Bedroom Apartment in Winchester Hills, Ideal Location | Modern Finishes | Pool & Balcony | Great Views Whether you''re a first-time buyer,",14 Apr 2025,2026-03-27T16:17:55.279401+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,winchester-hills,580000.0
privateproperty,T5273046,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/ferndale/525-ferndale/T5273046,1 Bedroom Apartment in Ferndale,5650000.0,Ferndale,Randburg,Gauteng,Apartment,1.0,1.0,1.0,1.0,,,1852.1,549.0,"1 Bedroom Apartment in Ferndale, 525 ferndale, This stunning one-bedroom apartment is situated in a highly sought-after complex in Ferndale, Randbu",20 Oct 2025,2026-03-27T16:17:51.273404+00:00,for-sale,gauteng,johannesburg-metro,randburg,ferndale,565000.0
privateproperty,T5433535,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-central/marshalltown/T5433535,2 Bedroom Apartment in Marshalltown,5600000.0,Marshalltown,Johannesburg Central,Gauteng,Apartment,2.0,2.0,2.0,1.0,84.0,1.0,257.0,1670.0,"2 Bedroom Apartment in Marshalltown, Modern Apartment Perfect for Young Professionals or Investors A modern unit in a secure building, p",23 Mar 2026,2026-03-27T16:17:48.125457+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-central,marshalltown,560000.0
privateproperty,T5242034,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-central/lyndhurst/johaneesburg-road/T5242034,2 Bedroom Apartment in Lyndhurst,5500000.0,Lyndhurst,Johannesburg Central,Gauteng,Apartment,2.0,1.0,2.0,,77.0,77.0,2130.0,252.0,"2 Bedroom Apartment in Lyndhurst, johaneesburg road, Cozy 2 bedroom and sunny apartment with a view Experience unparalleled city views from this stunning",23 Sep 2025,2026-03-27T16:17:44.077869+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-central,lyndhurst,550000.0
privateproperty,T5296596,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/rosettenville/townsview/T5296596,2 Bedroom Apartment in Townsview,5500000.0,Rosettenville,Johannesburg South,Gauteng,Apartment,2.0,1.0,1.0,,69.0,69.0,1000.0,545.0,"2 Bedroom Apartment in Townsview, Elegant 2 Bedroom Flat in Townsview Discover comfortable, modern living in this elegant 2-bedroom, 1",7 Nov 2025,2026-03-27T16:17:40.284486+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,rosettenville,550000.0
privateproperty,T5373968,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/paulshof/T5373968,1 Bedroom Apartment in Paulshof,5500000.0,Paulshof,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,38.0,,1974.0,461.0,"1 Bedroom Apartment in Paulshof, This well-proportioned bachelor apartment presents an excellent opportunity for both first-time buye",3 Feb 2026,2026-03-27T16:17:24.750616+00:00,for-sale,gauteng,johannesburg-metro,sandton,paulshof,550000.0
privateproperty,T5373137,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/jabulani/T5373137,2 Bedroom Apartment in Jabulani,4850000.0,Jabulani,Soweto,Gauteng,Apartment,2.0,1.0,1.0,,41.0,2.0,1120.0,562.0,"2 Bedroom Apartment in Jabulani, Affordable Start-Up for first time home owners. Perfect for first-time buyers or investors, these n",2 Feb 2026,2026-03-27T16:17:21.858367+00:00,for-sale,gauteng,johannesburg-metro,soweto,jabulani,485000.0
privateproperty,T5198524,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-central/johannesburg-cbd/T5198524,Studio Apartment in Johannesburg CBD,1650000.0,Johannesburg Cbd,Johannesburg Central,Gauteng,Apartment,0.5,1.0,,,29.0,,1163.0,100.0,"Studio Apartment in Johannesburg CBD, Prime Bachelor Flat in the Heart of Johannesburg Secure and Convenient! Open plan apartment which",20 Aug 2025,2026-03-27T16:17:17.667012+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-central,johannesburg-cbd,165000.0
privateproperty,T5331557,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/waterfall-estate/1111-polofields-drive/T5331557,3 Bedroom Apartment in Waterfall Estate,28000000.0,Waterfall Estate,Midrand,Gauteng,Apartment,3.0,2.0,4.0,,,,1668.0,1510.0,"3 Bedroom Apartment in Waterfall Estate, 1111 polofields drive, Discover Contemporary Comfort in this spacious 3-bedroom Ground Floor Apartment, Perfect for famil",10 Dec 2025,2026-03-27T16:17:14.699508+00:00,for-sale,gauteng,johannesburg-metro,midrand,waterfall-estate,2800000.0
privateproperty,T5020224,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/morningside/32-the-view/3-michelle-street/T5020224,1 Bedroom Apartment in Morningside,15490000.0,Morningside,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,52.0,52.0,524.0,993.0,"1 Bedroom Apartment in Morningside, 32 the view, 3 michelle street, Incredible Investment. Ground floor 1 bed 1 bath apartment. The View is a contemporary urban-design",27 Mar 2025,2026-03-27T16:17:11.949940+00:00,for-sale,gauteng,johannesburg-metro,sandton,morningside,1549000.0
privateproperty,T5172817,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/glen-austin/glen-austin-ah/15-the-austin-apartments/55-austin-road/T5172817,2 Bedroom Apartment in Glen Austin AH,11479000.0,Glen Austin,Midrand,Gauteng,Apartment,2.0,2.0,,,75.0,,1731.0,556.0,"2 Bedroom Apartment in Glen Austin AH, 15 the austin apartments, 55 austin road, Lifestyle 2 Bedroom Apartments Description Welcome to a modern living experience in the heart of Gle",30 Jul 2025,2026-03-27T16:17:07.814619+00:00,for-sale,gauteng,johannesburg-metro,midrand,glen-austin,1147900.0
privateproperty,T5320243,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/craigavon/65-harlow-estate/24a-duff-road/T5320243,2 Bedroom Apartment in Craigavon,9950000.0,Craigavon,Sandton,Gauteng,Apartment,2.0,2.0,2.0,,75.0,120.0,2221.0,850.0,"2 Bedroom Apartment in Craigavon, 65 harlow estate, 24a duff road, Pet friendly ground floor unit within the brand new Harlow Estate situated on Duff Road in Craigavon",28 Nov 2025,2026-03-27T16:17:05.176758+00:00,for-sale,gauteng,johannesburg-metro,sandton,craigavon,995000.0
privateproperty,T5407214,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/noordwyk/10-erand-creek/13-14th-road/T5407214,2 Bedroom Apartment in Noordwyk,9175000.0,Noordwyk,Midrand,Gauteng,Apartment,2.0,2.0,1.0,,65.0,,1519.3,587.5,"2 Bedroom Apartment in Noordwyk, 10 erand creek, 13 14th road, Charming Fully Tiled Unit in a Secure Complex Welcome to your new home! This beautifully appointed",28 Feb 2026,2026-03-27T16:17:01.342130+00:00,for-sale,gauteng,johannesburg-metro,midrand,noordwyk,917500.0
privateproperty,T5407790,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/noordwyk/235-erand-creek/235-13th-road-noordwyk-midrand/T5407790,2 Bedroom Apartment in Noordwyk,8550000.0,Noordwyk,Midrand,Gauteng,Apartment,2.0,2.0,1.0,,57.0,,1519.3,587.5,"2 Bedroom Apartment in Noordwyk, 235 erand creek, 235 13th road noordwyk midrand, Prime Location | NO COSTS! Ideal for 1st time home buyers or investors Modern 2-Bedroom Units Secur",2 Mar 2026,2026-03-27T16:16:58.704568+00:00,for-sale,gauteng,johannesburg-metro,midrand,noordwyk,855000.0
privateproperty,T5200855,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/blue-hills/b6-15-blue-lake-estate-nb/1-kilimanjaro-close/T5200855,1 Bedroom Apartment in Blue Hills,8500000.0,Blue Hills,Midrand,Gauteng,Apartment,1.0,1.0,1.0,,56.0,,1555.0,4044.3,"1 Bedroom Apartment in Blue Hills, b6-15 blue lake estate-nb, 1 kilimanjaro close, Welcome to our stunning property development, Blue Hills Estate, where luxury meets natural beauty!",21 Aug 2025,2026-03-27T16:16:54.739030+00:00,for-sale,gauteng,johannesburg-metro,midrand,blue-hills,850000.0
privateproperty,T5346877,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/north-riding/north-riding-ah/99-grand-rapids-complex/476-felstead-road/T5346877,2 Bedroom Apartment in North Riding AH,6000000.0,North Riding,North Riding To Lanseria,Gauteng,Apartment,2.0,2.0,1.0,,85.0,,2445.3636363636365,775.0,"2 Bedroom Apartment in North Riding AH, 99 grand rapids complex, 476 felstead road, R600,000 Lovely 2 bed 2 bath 1 is en- suite 1st floor apartment in 99 Grand Rapids on 476 Felstead R",11 Jan 2026,2026-03-27T16:16:50.695311+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,north-riding,600000.0
privateproperty,T5376723,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/ferndale/000-randpresident-place/340-pretoria-avenue/T5376723,1.5 Bedroom Apartment in Ferndale,3500000.0,Ferndale,Randburg,Gauteng,Apartment,1.5,1.0,,,69.0,,1852.1,549.0,"1.5 Bedroom Apartment in Ferndale, randpresident place, 340 pretoria avenue, Beautiful High-Rise Unit Perfect for an Aspiring First-Time Property Owner This high-rise unit is",4 Feb 2026,2026-03-27T16:16:47.906459+00:00,for-sale,gauteng,johannesburg-metro,randburg,ferndale,350000.0
privateproperty,T5330753,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/waterfall-estate/777-mia-drive/T5330753,2 Bedroom Apartment in Waterfall Estate,33999990.0,Waterfall Estate,Midrand,Gauteng,Apartment,2.0,2.0,2.0,,95.0,,3000.0,2000.0,"2 Bedroom Apartment in Waterfall Estate, 777 mia drive, Experience elevated luxury in this stunning 2-bed, 2-bath penthouse set within the iconic Munyaka Li",10 Dec 2025,2026-03-27T16:16:44.654117+00:00,for-sale,gauteng,johannesburg-metro,midrand,waterfall-estate,3399999.0
privateproperty,T5194756,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/kyalami/235-the-woods-kyalami/7-colt-street/T5194756,2 Bedroom Apartment in Kyalami,14540000.0,Kyalami,Midrand,Gauteng,Apartment,2.0,2.0,1.0,,79.0,,1280.0,3405.1666666666665,"2 Bedroom Apartment in Kyalami, 235 the woods, kyalami, 7 colt street, 2 Bedroom, 2 Bathroom Apartment for Sale Kyalami Discover sleek, contemporary living in this 2 bed",18 Aug 2025,2026-03-27T16:16:40.972185+00:00,for-sale,gauteng,johannesburg-metro,midrand,kyalami,1454000.0
privateproperty,T5159801,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/noordwyk/240-the-austin/55-austin-road/T5159801,2 Bedroom Apartment in Noordwyk,12759000.0,Noordwyk,Midrand,Gauteng,Apartment,2.0,2.0,1.0,,80.0,,1817.0,618.0,"2 Bedroom Apartment in Noordwyk, 240 the austin, 55 austin road, Welcome to a place where modern comfort meets cozy living. This thoughtfully designed 80.6sqm unit a",21 Jul 2025,2026-03-27T16:16:36.621070+00:00,for-sale,gauteng,johannesburg-metro,midrand,noordwyk,1275900.0
privateproperty,T5399651,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/illovo/2102-circa-illovo/196-oxford-road/T5399651,1 Bedroom Apartment in Illovo,10480000.0,Illovo,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,30.0,,1041.0,569.0,"1 Bedroom Apartment in Illovo, 2102 circa illovo, 196 oxford road, Prime Illovo Location Opposite the Wanderers Golf Course and within walking distance to Melrose Arch",23 Feb 2026,2026-03-27T16:16:33.879602+00:00,for-sale,gauteng,johannesburg-metro,sandton,illovo,1048000.0
privateproperty,T5335815,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/glenanda/207-glenvale/8-amanda-avenue/T5335815,2 Bedroom Apartment in Glenanda,9600000.0,Glenanda,Johannesburg South,Gauteng,Apartment,2.0,2.0,4.0,,84.0,,1300.0,770.0,"2 Bedroom Apartment in Glenanda, 207 glenvale, 8 amanda avenue, Elegant, Spacious Modern Apartment In Gleneagles Step into the epitome of modern living with this b",16 Dec 2025,2026-03-27T16:16:30.706975+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,glenanda,960000.0
privateproperty,T5346073,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/grand-central/10-diagonal-street/T5346073,2 Bedroom Apartment in Grand Central,8200000.0,Grand Central,Midrand,Gauteng,Apartment,2.0,1.0,1.0,,58.0,,1400.0,350.0,"2 Bedroom Apartment in Grand Central, 10 diagonal street, Experience elevated city living at Cussonia Central A striking new development redefining Midrands s",9 Jan 2026,2026-03-27T16:16:28.118838+00:00,for-sale,gauteng,johannesburg-metro,midrand,grand-central,820000.0
privateproperty,T5291172,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/vorna-valley/93-berger-rd/T5291172,2 Bedroom Apartment in Vorna Valley,7550000.0,Vorna Valley,Midrand,Gauteng,Apartment,2.0,1.0,1.0,,80.0,80.0,1557.6666666666667,2614.0,"2 Bedroom Apartment in Vorna Valley, 93 berger rd, Modern 2-Bedroom Apartment for Sale in Vorna Valley Welcome to this charming 2-bedroom, 1-bathroom",4 Nov 2025,2026-03-27T16:16:24.901499+00:00,for-sale,gauteng,johannesburg-metro,midrand,vorna-valley,755000.0
privateproperty,T5111519,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/sandown/0-the-augustus-complex/151-linden-road/T5111519,1 Bedroom Apartment in Sandown,7200000.0,Sandown,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,48.0,,1500.0,550.0,"1 Bedroom Apartment in Sandown, the augustus complex, 151 linden road, Lovely neat 1 bed 1 bath lounge dining area balcony 1st floor apartment in The Augustus Complex on 1",10 Jun 2025,2026-03-27T16:16:21.382786+00:00,for-sale,gauteng,johannesburg-metro,sandton,sandown,720000.0
privateproperty,T5162420,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/halfway-gardens/00-ville-roy-court/43-invicta-road/T5162420,2 Bedroom Apartment in Halfway Gardens,6600000.0,Halfway Gardens,Midrand,Gauteng,Apartment,2.0,1.0,1.0,1.0,89.0,,1900.0,600.0,"2 Bedroom Apartment in Halfway Gardens, ville roy court, 43 invicta road, Ville Roy Court One- bedroom with a loft upstairs...... This property is situated in Ville Roy Cou",22 Jul 2025,2026-03-27T16:16:18.045827+00:00,for-sale,gauteng,johannesburg-metro,midrand,halfway-gardens,660000.0
privateproperty,T5144969,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-central/newtown/2113-ntemi-piliso-st-gwigwi-mrwebi-street/T5144969,2 Bedroom Apartment in Newtown,6500000.0,Newtown,Johannesburg Central,Gauteng,Apartment,2.0,1.0,,,,,1938.8333333333333,954.7727272727273,"2 Bedroom Apartment in Newtown, 2113 ntemi piliso st & gwigwi mrwebi street, The apartment accommodates visitors with a beautiful guest bathroom and features a private balcony f",9 Jul 2025,2026-03-27T16:16:14.650002+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-central,newtown,650000.0
privateproperty,T5291500,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-central/kensington/12-roberts-avenue-mansions/83-roberts-avenue/T5291500,2 Bedroom Apartment in Kensington,6500000.0,Kensington,Johannesburg Central,Gauteng,Apartment,2.0,1.0,,,78.0,1.0,2500.0,230.0,"2 Bedroom Apartment in Kensington, 12 roberts avenue mansions, 83 roberts avenue, Step into this quaint complex where the local TV series, Egoli was filmed in the 1990s. This two bed",4 Nov 2025,2026-03-27T16:16:11.229735+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-central,kensington,650000.0
privateproperty,T4192402,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/sandown/232-the-leonardo/75-maude-street-sandton-street/T4192402,2 Bedroom Apartment in Sandown,148000000.0,Sandown,Sandton,Gauteng,Apartment,2.0,3.0,2.0,2.0,,,13000.0,4350.0,"2 Bedroom Apartment in Sandown, 232 the leonardo, 75 maude street sandton street, Located in the heart of Africas Richest Square Mile, the Leonardo Stands Tall in the Sandton skyline",30 May 2023,2026-03-27T16:16:08.292816+00:00,for-sale,gauteng,johannesburg-metro,sandton,sandown,14800000.0
privateproperty,T5240663,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/sandton-central/00018-the-leonardo/75-maude-street/T5240663,2 Bedroom Apartment in Sandton Central,112500000.0,Sandton Central,Sandton,Gauteng,Apartment,2.0,3.0,2.0,2.0,,,14500.0,4560.0,"2 Bedroom Apartment in Sandton Central, 18 the leonardo, 75 maude street, Own the Ultimate Address in Africa The Leonardo, Sandton Step into the height of luxury at The Leo",22 Sep 2025,2026-03-27T16:16:04.983434+00:00,for-sale,gauteng,johannesburg-metro,sandton,sandton-central,11250000.0
privateproperty,T4192291,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/sandown/231-the-leonardo/75-maude-street/T4192291,2 Bedroom Apartment in Sandown,110500000.0,Sandown,Sandton,Gauteng,Apartment,2.0,3.0,2.0,2.0,,,13000.0,4500.0,"2 Bedroom Apartment in Sandown, 231 the leonardo, 75 maude street, Located in the heart of Africas Richest Square Mile, the Leonardo Stands Tall in the Sandton skyline",30 May 2023,2026-03-27T16:16:01.112318+00:00,for-sale,gauteng,johannesburg-metro,sandton,sandown,11050000.0
privateproperty,T5240078,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/sandton-central/0007-the-leonardo/75-the-leonardo-street/T5240078,1 Bedroom Apartment in Sandton Central,85000000.0,Sandton Central,Sandton,Gauteng,Apartment,1.0,2.0,2.0,2.0,,,11320.0,2354.0,"1 Bedroom Apartment in Sandton Central, 7 the leonardo, 75 the leonardo street, Own the Ultimate Address in Africa The Leonardo, Sandton Step into the height of luxury at The Leo",22 Sep 2025,2026-03-27T16:15:57.445443+00:00,for-sale,gauteng,johannesburg-metro,sandton,sandton-central,8500000.0
privateproperty,T5173019,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/sandton-central/402b-sandton-gate/7-minerva-avenue/T5173019,3 Bedroom Penthouse in Sandton Central,79500000.0,Sandton Central,Sandton,Gauteng,House,3.0,3.0,1.0,,255.0,,7963.285714285715,2603.125,"3 Bedroom Penthouse in Sandton Central, 402b sandton gate, 7 minerva avenue, Stunning 3-Bedroom Rooftop Penthouse with Breathtaking Views Experience elevated living at The Terr",31 Jul 2025,2026-03-27T16:15:53.285920+00:00,for-sale,gauteng,johannesburg-metro,sandton,sandton-central,7950000.0
privateproperty,T5240062,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/sandton-central/0003-the-leonardo/75-maude-street/T5240062,1 Bedroom Apartment in Sandton Central,75000000.0,Sandton Central,Sandton,Gauteng,Apartment,1.0,2.0,2.0,2.0,,,9856.0,1860.0,"1 Bedroom Apartment in Sandton Central, 3 the leonardo, 75 maude street, Own the Ultimate Address in Africa The Leonardo, Sandton Step into the height of luxury at The Leo",22 Sep 2025,2026-03-27T16:15:50.054801+00:00,for-sale,gauteng,johannesburg-metro,sandton,sandton-central,7500000.0
